Name,Education,Skill,Certification,Job Role,Education_std,Degree,Branch
Person_292,BTech Civil,Surveying,Civil 3D Certification,Civil Engineer,BTech Civil,BTech,Civil
Person_293,BTech CSE,SQL,Oracle Java Certification,Software Engineer,BTech Cse,BTech,Cse
Person_294,BSc Chemistry,Spectroscopy,Lab Safety Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_295,BSc Statistics,,SAS Certification,Business Analyst,BSc Statistics,BSc,Statistics
Person_296,BSc Statistics,Data Analysis,Data Analyst Certification,Statistician,BSc Statistics,BSc,Statistics
Person_297,BCA,JavaScript,,Software Developer,Bca,Bca,
Person_298,BTech EE,Control Systems,Power Systems Certification,Electrical Engineer,BTech Ee,BTech,Ee
Person_299,BSc Mathematics,Problem Solving,Actuarial Certification,Data Analyst,BSc Mathematics,BSc,Mathematics
Person_300,BTech CSE,SQL,AWS Certified Developer,Backend Developer,BTech Cse,BTech,Cse
Person_301,BTech CSE,SQL,AWS Certified Developer,Backend Developer,BTech Cse,BTech,Cse
Person_302,BTech EE,MATLAB,Certified Electrician,Power Engineer,BTech Ee,BTech,Ee
Person_303,BTech CSE,Java,,Data Scientist,BTech Cse,BTech,Cse
Person_304,BSc Physics,Research,,Data Analyst,BSc Physics,BSc,Physics
Person_305,BSc Statistics,Python,SAS Certification,Data Analyst,BSc Statistics,BSc,Statistics
Person_306,BSc Physics,Research,Data Science Certification,Research Scientist,BSc Physics,BSc,Physics
Person_307,BSc Mathematics,Statistics,Actuarial Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_308,BTech CSE,Java,,Software Engineer,BTech Cse,BTech,Cse
Person_309,BTech CSE,Machine Learning,AWS Certified Developer,Data Scientist,BTech Cse,BTech,Cse
Person_310,BSc Mathematics,,Actuarial Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_311,BSc Physics,Data Analysis,Data Science Certification,Research Scientist,BSc Physics,BSc,Physics
Person_312,BTech ECE,Embedded Systems,,Electronics Engineer,BTech Ece,BTech,Ece
Person_313,BSc Mathematics,Statistics,Data Analyst Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_314,BTech ECE,Embedded Systems,,Electronics Engineer,BTech Ece,BTech,Ece
Person_315,BSc Chemistry,Spectroscopy,Analytical Chemistry Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_316,BTech EE,Circuit Design,,Electrical Engineer,BTech Ee,BTech,Ee
Person_317,BTech Mechanical,Manufacturing,,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_318,BTech EE,Circuit Design,Power Systems Certification,Electrical Engineer,BTech Ee,BTech,Ee
Person_319,BSc Statistics,R,,Statistician,BSc Statistics,BSc,Statistics
Person_320,BTech Civil,AutoCAD,,Civil Engineer,BTech Civil,BTech,Civil
Person_321,BSc Physics,Data Analysis,Data Science Certification,Research Scientist,BSc Physics,BSc,Physics
Person_322,BTech Civil,Surveying,Autodesk Certified Professional,Structural Engineer,BTech Civil,BTech,Civil
Person_323,BTech ECE,VHDL,,Embedded Engineer,BTech Ece,BTech,Ece
Person_324,BSc Chemistry,Lab Techniques,Lab Safety Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_325,BTech Civil,AutoCAD,Autodesk Certified Professional,Structural Engineer,BTech Civil,BTech,Civil
Person_326,BTech Civil,Structural Analysis,Civil 3D Certification,Civil Engineer,BTech Civil,BTech,Civil
Person_327,BSc Physics,MATLAB,Research Methodology,Research Scientist,BSc Physics,BSc,Physics
Person_328,BTech Mechanical,Manufacturing,HVAC Design Certification,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_329,BTech ECE,Signal Processing,CCNA,Embedded Engineer,BTech Ece,BTech,Ece
Person_330,BSc Mathematics,Statistics,,Statistician,BSc Mathematics,BSc,Mathematics
Person_331,BSc Mathematics,Statistics,Data Analyst Certification,Mathematician,BSc Mathematics,BSc,Mathematics
Person_332,BCA,CSS,Full Stack Web Certification,Software Developer,Bca,Bca,
Person_333,BTech CSE,SQL,AWS Certified Developer,Backend Developer,BTech Cse,BTech,Cse
Person_334,BSc Mathematics,Statistics,Actuarial Certification,Data Analyst,BSc Mathematics,BSc,Mathematics
Person_335,BTech Mechanical,ANSYS,,Design Engineer,BTech Mechanical,BTech,Mechanical
Person_336,BTech ECE,Embedded Systems,,VLSI Engineer,BTech Ece,BTech,Ece
Person_337,BTech EE,MATLAB,Certified Electrician,Power Engineer,BTech Ee,BTech,Ee
Person_338,BTech Mechanical,SolidWorks,,Design Engineer,BTech Mechanical,BTech,Mechanical
Person_339,BTech ECE,Signal Processing,Embedded Systems Certification,Electronics Engineer,BTech Ece,BTech,Ece
Person_340,BTech EE,MATLAB,,Power Engineer,BTech Ee,BTech,Ee
Person_341,BTech EE,MATLAB,,Electrical Engineer,BTech Ee,BTech,Ee
Person_342,BTech CSE,Machine Learning,AWS Certified Developer,Backend Developer,BTech Cse,BTech,Cse
Person_343,BTech Mechanical,Thermodynamics,SolidWorks Certification,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_344,BTech ECE,Embedded Systems,Embedded Systems Certification,Electronics Engineer,BTech Ece,BTech,Ece
Person_345,BSc Mathematics,Data Analysis,Data Analyst Certification,Data Analyst,BSc Mathematics,BSc,Mathematics
Person_346,BSc Chemistry,Spectroscopy,Lab Safety Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_347,BTech EE,Circuit Design,Power Systems Certification,Control Engineer,BTech Ee,BTech,Ee
Person_348,BTech Civil,Structural Analysis,Autodesk Certified Professional,Civil Engineer,BTech Civil,BTech,Civil
Person_349,BSc Chemistry,Spectroscopy,Lab Safety Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_350,BTech EE,Circuit Design,Power Systems Certification,Control Engineer,BTech Ee,BTech,Ee
Person_351,BSc Chemistry,Lab Techniques,,Research Scientist,BSc Chemistry,BSc,Chemistry
Person_352,BSc Statistics,Python,SAS Certification,Data Analyst,BSc Statistics,BSc,Statistics
Person_353,BTech Civil,Surveying,Autodesk Certified Professional,Structural Engineer,BTech Civil,BTech,Civil
Person_354,BTech CSE,SQL,Oracle Java Certification,Backend Developer,BTech Cse,BTech,Cse
Person_355,BCA,HTML,,System Analyst,Bca,Bca,
Person_356,BCA,JavaScript,,Software Developer,Bca,Bca,
Person_357,BSc Physics,Data Analysis,Data Science Certification,Data Analyst,BSc Physics,BSc,Physics
Person_358,BSc Physics,,Data Science Certification,Lab Assistant,BSc Physics,BSc,Physics
Person_359,BTech ECE,MATLAB,Embedded Systems Certification,Electronics Engineer,BTech Ece,BTech,Ece
Person_360,BSc Mathematics,R Programming,Actuarial Certification,,BSc Mathematics,BSc,Mathematics
Person_361,BSc Chemistry,Spectroscopy,Lab Safety Certification,Research Scientist,BSc Chemistry,BSc,Chemistry
Person_362,BSc Chemistry,Research,Lab Safety Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_363,BSc Statistics,Data Analysis,Data Analyst Certification,Statistician,BSc Statistics,BSc,Statistics
Person_364,BTech ECE,,Embedded Systems Certification,Embedded Engineer,BTech Ece,BTech,Ece
Person_365,BTech ECE,Signal Processing,Embedded Systems Certification,VLSI Engineer,BTech Ece,BTech,Ece
Person_366,BTech ECE,Embedded Systems,Embedded Systems Certification,Electronics Engineer,BTech Ece,BTech,Ece
Person_367,BTech ECE,Embedded Systems,CCNA,Electronics Engineer,BTech Ece,BTech,Ece
Person_368,BSc Statistics,Probability,,Statistician,BSc Statistics,BSc,Statistics
Person_369,BSc Physics,Research,Data Science Certification,Data Analyst,BSc Physics,BSc,Physics
Person_370,BTech EE,Circuit Design,Power Systems Certification,Electrical Engineer,BTech Ee,BTech,Ee
Person_371,BTech CSE,Python,,Software Engineer,BTech Cse,BTech,Cse
Person_372,BTech Mechanical,ANSYS,HVAC Design Certification,Manufacturing Engineer,BTech Mechanical,BTech,Mechanical
Person_373,BTech Civil,,,Civil Engineer,BTech Civil,BTech,Civil
Person_374,BTech Civil,Surveying,Autodesk Certified Professional,Site Engineer,BTech Civil,BTech,Civil
Person_375,BSc Statistics,Data Analysis,SAS Certification,Business Analyst,BSc Statistics,BSc,Statistics
Person_376,BSc Statistics,Data Analysis,Data Analyst Certification,Statistician,BSc Statistics,BSc,Statistics
Person_377,BTech EE,,,Electrical Engineer,BTech Ee,BTech,Ee
Person_378,BSc Physics,Simulation,Research Methodology,Data Analyst,BSc Physics,BSc,Physics
Person_379,BTech CSE,SQL,Oracle Java Certification,Software Engineer,BTech Cse,BTech,Cse
Person_380,BTech CSE,Python,,Backend Developer,BTech Cse,BTech,Cse
Person_381,BCA,JavaScript,,System Analyst,Bca,Bca,
Person_382,BTech CSE,SQL,Oracle Java Certification,Backend Developer,BTech Cse,BTech,Cse
Person_383,BTech Mechanical,Thermodynamics,HVAC Design Certification,Manufacturing Engineer,BTech Mechanical,BTech,Mechanical
Person_384,BSc Mathematics,Data Analysis,,Mathematician,BSc Mathematics,BSc,Mathematics
Person_385,BTech Civil,STAAD Pro,Autodesk Certified Professional,,BTech Civil,BTech,Civil
Person_386,BCA,CSS,Google IT Support,Web Developer,Bca,Bca,
Person_387,BTech Mechanical,Manufacturing,HVAC Design Certification,Manufacturing Engineer,BTech Mechanical,BTech,Mechanical
Person_388,BSc Chemistry,Data Analysis,Analytical Chemistry Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_389,BSc Physics,Data Analysis,Data Science Certification,Data Analyst,BSc Physics,BSc,Physics
Person_390,BSc Mathematics,Statistics,,Data Analyst,BSc Mathematics,BSc,Mathematics
Person_391,BSc Physics,Data Analysis,Research Methodology,Data Analyst,BSc Physics,BSc,Physics
Person_392,BTech CSE,SQL,,Software Engineer,BTech Cse,BTech,Cse
Person_393,BSc Chemistry,Data Analysis,Lab Safety Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_394,BTech Civil,STAAD Pro,Civil 3D Certification,Civil Engineer,BTech Civil,BTech,Civil
Person_395,BTech Civil,AutoCAD,,Site Engineer,BTech Civil,BTech,Civil
Person_396,BSc Statistics,Python,,Business Analyst,BSc Statistics,BSc,Statistics
Person_397,BCA,HTML,,Software Developer,Bca,Bca,
Person_398,BSc Chemistry,Lab Techniques,Lab Safety Certification,Chemist,BSc Chemistry,BSc,Chemistry
Person_399,BCA,Python,Google IT Support,Software Developer,Bca,Bca,
Person_400,BTech Civil,STAAD Pro,,Site Engineer,BTech Civil,BTech,Civil
Person_401,BTech EE,,Certified Electrician,Control Engineer,BTech Ee,BTech,Ee
Person_402,BSc Chemistry,Spectroscopy,Analytical Chemistry Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_403,BCA,Python,Google IT Support,System Analyst,Bca,Bca,
Person_404,BCA,JavaScript,,Software Developer,Bca,Bca,
Person_405,BSc Statistics,Probability,,Statistician,BSc Statistics,BSc,Statistics
Person_406,BTech ECE,Signal Processing,,Embedded Engineer,BTech Ece,BTech,Ece
Person_407,BSc Physics,MATLAB,Research Methodology,Lab Assistant,BSc Physics,BSc,Physics
Person_408,BSc Mathematics,Statistics,Actuarial Certification,Data Analyst,BSc Mathematics,BSc,Mathematics
Person_409,BSc Mathematics,Data Analysis,Data Analyst Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_410,BTech Civil,STAAD Pro,Autodesk Certified Professional,Civil Engineer,BTech Civil,BTech,Civil
Person_411,BTech ECE,Signal Processing,CCNA,Electronics Engineer,BTech Ece,BTech,Ece
Person_412,BTech ECE,VHDL,Embedded Systems Certification,Embedded Engineer,BTech Ece,BTech,Ece
Person_413,BSc Physics,MATLAB,Data Science Certification,Lab Assistant,BSc Physics,BSc,Physics
Person_414,BTech Civil,AutoCAD,Civil 3D Certification,Site Engineer,BTech Civil,BTech,Civil
Person_415,BSc Physics,Research,,Research Scientist,BSc Physics,BSc,Physics
Person_416,BSc Chemistry,,Lab Safety Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_417,BSc Chemistry,Data Analysis,Analytical Chemistry Certification,Chemist,BSc Chemistry,BSc,Chemistry
Person_418,BTech Civil,STAAD Pro,Civil 3D Certification,Structural Engineer,BTech Civil,BTech,Civil
Person_419,BTech CSE,Machine Learning,AWS Certified Developer,Software Engineer,BTech Cse,BTech,Cse
Person_420,BSc Physics,MATLAB,Research Methodology,Research Scientist,BSc Physics,BSc,Physics
Person_421,BTech Mechanical,Thermodynamics,,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_422,BSc Physics,MATLAB,,Lab Assistant,BSc Physics,BSc,Physics
Person_423,BSc Physics,Simulation,,Lab Assistant,BSc Physics,BSc,Physics
Person_424,BTech EE,Circuit Design,Certified Electrician,Electrical Engineer,BTech Ee,BTech,Ee
Person_425,BSc Physics,Research,,Research Scientist,BSc Physics,BSc,Physics
Person_426,BTech CSE,Python,AWS Certified Developer,Backend Developer,BTech Cse,BTech,Cse
Person_427,BTech CSE,Machine Learning,AWS Certified Developer,Data Scientist,BTech Cse,BTech,Cse
Person_428,BTech Mechanical,Manufacturing,HVAC Design Certification,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_429,BTech EE,Circuit Design,Certified Electrician,Control Engineer,BTech Ee,BTech,Ee
Person_430,BTech Mechanical,Thermodynamics,SolidWorks Certification,Design Engineer,BTech Mechanical,BTech,Mechanical
Person_431,BTech Civil,STAAD Pro,Autodesk Certified Professional,Structural Engineer,BTech Civil,BTech,Civil
Person_432,BSc Mathematics,Data Analysis,Data Analyst Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_433,BTech EE,Circuit Design,Power Systems Certification,Control Engineer,BTech Ee,BTech,Ee
Person_434,BTech Mechanical,Thermodynamics,,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_435,BSc Chemistry,Research,Analytical Chemistry Certification,Research Scientist,BSc Chemistry,BSc,Chemistry
Person_436,BTech CSE,SQL,Oracle Java Certification,Software Engineer,BTech Cse,BTech,Cse
Person_437,BSc Statistics,Data Analysis,,Data Analyst,BSc Statistics,BSc,Statistics
Person_438,BTech ECE,MATLAB,CCNA,Embedded Engineer,BTech Ece,BTech,Ece
Person_439,BTech Mechanical,Manufacturing,HVAC Design Certification,Manufacturing Engineer,BTech Mechanical,BTech,Mechanical
Person_440,BTech CSE,Machine Learning,AWS Certified Developer,Data Scientist,BTech Cse,BTech,Cse
Person_441,BSc Physics,Data Analysis,Research Methodology,Research Scientist,BSc Physics,BSc,Physics
Person_442,BSc Chemistry,Spectroscopy,Analytical Chemistry Certification,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_443,BTech Civil,STAAD Pro,,Site Engineer,BTech Civil,BTech,Civil
Person_444,BSc Chemistry,Data Analysis,,Research Scientist,BSc Chemistry,BSc,Chemistry
Person_445,BSc Mathematics,Statistics,,Mathematician,BSc Mathematics,BSc,Mathematics
Person_446,BSc Mathematics,Statistics,Data Analyst Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_447,BTech Mechanical,ANSYS,HVAC Design Certification,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_448,BCA,HTML,Full Stack Web Certification,System Analyst,Bca,Bca,
Person_449,BSc Mathematics,Statistics,Actuarial Certification,Mathematician,BSc Mathematics,BSc,Mathematics
Person_450,BTech Civil,Structural Analysis,Autodesk Certified Professional,Structural Engineer,BTech Civil,BTech,Civil
Person_451,BSc Physics,Simulation,Data Science Certification,Data Analyst,BSc Physics,BSc,Physics
Person_452,BSc Chemistry,Data Analysis,Lab Safety Certification,Research Scientist,BSc Chemistry,BSc,Chemistry
Person_453,BTech CSE,Machine Learning,,Software Engineer,BTech Cse,BTech,Cse
Person_454,BTech ECE,Signal Processing,Embedded Systems Certification,,BTech Ece,BTech,Ece
Person_455,BTech Mechanical,ANSYS,,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_456,BSc Statistics,Probability,SAS Certification,Statistician,BSc Statistics,BSc,Statistics
Person_457,BTech Civil,STAAD Pro,,Structural Engineer,BTech Civil,BTech,Civil
Person_458,BSc Mathematics,Problem Solving,Actuarial Certification,Mathematician,BSc Mathematics,BSc,Mathematics
Person_459,BTech CSE,SQL,AWS Certified Developer,Data Scientist,BTech Cse,BTech,Cse
Person_460,BTech ECE,Embedded Systems,CCNA,Electronics Engineer,BTech Ece,BTech,Ece
Person_461,BTech EE,MATLAB,,Power Engineer,BTech Ee,BTech,Ee
Person_462,BSc Chemistry,Spectroscopy,,Lab Analyst,BSc Chemistry,BSc,Chemistry
Person_463,BSc Mathematics,Statistics,,Data Analyst,BSc Mathematics,BSc,Mathematics
Person_464,BTech Mechanical,SolidWorks,HVAC Design Certification,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_465,BTech EE,Circuit Design,Power Systems Certification,Power Engineer,BTech Ee,BTech,Ee
Person_466,BTech EE,Circuit Design,Power Systems Certification,Power Engineer,BTech Ee,BTech,Ee
Person_467,BSc Statistics,Python,SAS Certification,Data Analyst,BSc Statistics,BSc,Statistics
Person_468,BSc Chemistry,Spectroscopy,Analytical Chemistry Certification,Chemist,BSc Chemistry,BSc,Chemistry
Person_469,BSc Chemistry,Data Analysis,Lab Safety Certification,,BSc Chemistry,BSc,Chemistry
Person_470,BSc Physics,MATLAB,,Research Scientist,BSc Physics,BSc,Physics
Person_471,BTech ECE,MATLAB,Embedded Systems Certification,Embedded Engineer,BTech Ece,BTech,Ece
Person_472,BSc Physics,Data Analysis,Data Science Certification,Data Analyst,BSc Physics,BSc,Physics
Person_473,BTech ECE,Signal Processing,CCNA,VLSI Engineer,BTech Ece,BTech,Ece
Person_474,BTech EE,Circuit Design,Certified Electrician,Electrical Engineer,BTech Ee,BTech,Ee
Person_475,BTech Mechanical,Thermodynamics,HVAC Design Certification,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_476,BSc Physics,,Research Methodology,Lab Assistant,BSc Physics,BSc,Physics
Person_477,BTech Civil,Surveying,Civil 3D Certification,Structural Engineer,BTech Civil,BTech,Civil
Person_478,BTech EE,Power Systems,,Control Engineer,BTech Ee,BTech,Ee
Person_479,BSc Statistics,Python,,Statistician,BSc Statistics,BSc,Statistics
Person_480,BTech EE,Circuit Design,,Control Engineer,BTech Ee,BTech,Ee
Person_481,BSc Statistics,Data Analysis,Data Analyst Certification,Statistician,BSc Statistics,BSc,Statistics
Person_482,BTech ECE,VHDL,Embedded Systems Certification,Embedded Engineer,BTech Ece,BTech,Ece
Person_483,BTech ECE,Embedded Systems,Embedded Systems Certification,Embedded Engineer,BTech Ece,BTech,Ece
Person_484,BSc Statistics,Probability,,Data Analyst,BSc Statistics,BSc,Statistics
Person_485,BSc Statistics,R,Data Analyst Certification,Data Analyst,BSc Statistics,BSc,Statistics
Person_486,BTech Mechanical,ANSYS,HVAC Design Certification,Manufacturing Engineer,BTech Mechanical,BTech,Mechanical
Person_487,BTech Civil,AutoCAD,Civil 3D Certification,Civil Engineer,BTech Civil,BTech,Civil
Person_488,BTech EE,Control Systems,,Electrical Engineer,BTech Ee,BTech,Ee
Person_489,BSc Physics,Data Analysis,Data Science Certification,Lab Assistant,BSc Physics,BSc,Physics
Person_490,BTech ECE,Embedded Systems,CCNA,Embedded Engineer,BTech Ece,BTech,Ece
Person_491,BSc Mathematics,R Programming,Data Analyst Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_492,BTech Mechanical,Manufacturing,HVAC Design Certification,Mechanical Engineer,BTech Mechanical,BTech,Mechanical
Person_493,BCA,HTML,Google IT Support,System Analyst,Bca,Bca,
Person_494,BSc Mathematics,Problem Solving,Actuarial Certification,Statistician,BSc Mathematics,BSc,Mathematics
Person_495,BSc Physics,MATLAB,Research Methodology,Data Analyst,BSc Physics,BSc,Physics
Person_496,BSc Physics,Data Analysis,Research Methodology,Research Scientist,BSc Physics,BSc,Physics
Person_497,BTech CSE,SQL,AWS Certified Developer,Backend Developer,BTech Cse,BTech,Cse
Person_498,BSc Chemistry,Spectroscopy,,,BSc Chemistry,BSc,Chemistry
Person_499,BTech ECE,Embedded Systems,,Electronics Engineer,BTech Ece,BTech,Ece
Person_500,BTech ECE,Embedded Systems,Embedded Systems Certification,Electronics Engineer,BTech Ece,BTech,Ece
